"alpha^1_(0,0)","alpha^1_(0,1)","alpha^1_(0,2)","alpha^1_(0,3)","alpha^1_(0,4)","alpha^1_(1,0)","alpha^1_(1,1)","alpha^1_(1,2)","alpha^1_(1,3)","alpha^1_(2,0)","alpha^1_(2,1)","alpha^1_(3,0)","alpha^1_(3,1)","alpha^1_(4,0)","alpha^1_(2,2)","alpha^2_(0,0)","alpha^2_(0,1)","alpha^2_(0,2)","alpha^2_(0,3)","alpha^2_(0,4)","alpha^2_(1,0)","alpha^2_(1,1)","alpha^2_(1,2)","alpha^2_(1,3)","alpha^2_(2,0)","alpha^2_(2,1)","alpha^2_(3,0)","alpha^2_(3,1)","alpha^2_(4,0)","alpha^2_(2,2)","alpha^3_(0,0)","alpha^3_(0,1)","alpha^3_(1,0)","alpha^3_(1,1)","alpha^3_(2,0)","alpha^3_(2,1)","alpha^3_(3,0)","alpha^3_(3,1)","alpha^3_(4,0)","alpha^3_(0,2)","alpha^3_(0,3)","alpha^3_(0,4)","alpha^3_(1,2)","alpha^3_(1,3)","alpha^3_(2,2)","alpha^4_(0,0)","alpha^4_(0,1)","alpha^4_(0,2)","alpha^4_(0,3)","alpha^4_(0,4)","alpha^4_(1,0)","alpha^4_(1,1)","alpha^4_(1,2)","alpha^4_(1,3)","alpha^4_(2,0)","alpha^4_(2,1)","alpha^4_(3,0)","alpha^4_(3,1)","alpha^4_(4,0)","alpha^4_(2,2)","alpha^5_(0,0)","alpha^5_(0,1)","alpha^5_(0,2)","alpha^5_(0,3)","alpha^5_(0,4)","alpha^5_(1,0)","alpha^5_(1,1)","alpha^5_(1,2)","alpha^5_(1,3)","alpha^5_(2,0)","alpha^5_(2,1)","alpha^5_(2,2)","alpha^5_(3,0)","alpha^5_(3,1)","alpha^5_(4,0)","alpha^6_(0,0)","alpha^6_(0,1)","alpha^6_(0,2)","alpha^6_(1,0)","alpha^6_(1,1)","alpha^6_(1,2)","alpha^6_(1,3)","alpha^6_(2,0)","alpha^6_(2,1)","alpha^6_(3,0)","alpha^6_(3,1)","alpha^6_(4,0)","alpha^6_(0,3)","alpha^6_(0,4)","alpha^6_(2,2)","alpha^7_(0,0)","alpha^7_(0,1)","alpha^7_(0,2)","alpha^7_(0,3)","alpha^7_(0,4)","alpha^7_(1,0)","alpha^7_(1,1)","alpha^7_(1,2)","alpha^7_(1,3)","alpha^7_(2,0)","alpha^7_(2,1)","alpha^7_(2,2)","alpha^7_(3,0)","alpha^7_(3,1)","alpha^7_(4,0)","alpha^8_(0,0)","alpha^8_(0,1)","alpha^8_(0,2)","alpha^8_(0,3)","alpha^8_(0,4)","alpha^8_(1,0)","alpha^8_(1,1)","alpha^8_(1,2)","alpha^8_(1,3)","alpha^8_(2,0)","alpha^8_(2,1)","alpha^8_(2,2)","alpha^8_(3,0)","alpha^8_(3,1)","alpha^8_(4,0)","alpha^9_(0,1)","alpha^9_(1,0)","alpha^9_(0,0)","alpha^9_(0,2)","alpha^9_(0,3)","alpha^9_(0,4)","alpha^9_(1,1)","alpha^9_(1,2)","alpha^9_(1,3)","alpha^9_(2,0)","alpha^9_(2,1)","alpha^9_(2,2)","alpha^9_(3,0)","alpha^9_(3,1)","alpha^9_(4,0)"
0.16280791,-0.12497848,0.037124135,-0.05444321,-0.092931874,-0.2619932,-1.0360112,-0.7871053,-0.082682855,-0.13384253,-0.25429672,-0.12097694,-0.07526691,0.13786775,-0.22070348,0.23578942,0.13742258,0.21479495,-0.04410785,-0.092931874,-0.012038887,-0.17432237,-0.21802247,-0.062012143,0.12631503,0.46272814,-0.03220626,0.011236014,0.10670864,0.20677888,0.13573079,-0.07813352,0.30228204,0.6059649,-0.09423439,-0.26963633,0.08871578,0.079264626,-0.16656691,0.15574078,-0.033772495,-0.092931874,0.021942053,-0.082682855,-0.036933497,0.2034225,-0.024321832,0.0722727,0.021468705,0.07371759,-0.0046876334,-0.061038777,0.18057676,0.011236014,-0.09331064,-0.100567415,-0.11156858,-0.056450184,0.13786775,-0.0753725,0.20952591,-0.014697026,0.0057994165,0.019596037,0.07371759,0.025559194,-0.007490676,0.0,0.007490676,-0.0106961075,0.0,-0.17063284,-0.034078926,0.007490676,0.10670864,0.16470636,-0.04420402,0.091783,0.143411,0.12446308,-0.25861794,0.011236014,-0.055245996,-0.17185844,0.078807704,0.05944847,-0.16656691,0.017723367,0.07371759,0.0026686927,0.20139998,-0.043344893,0.088062264,0.11675904,0.0045232046,-0.018661365,-0.08416495,0.35545582,-0.13422784,-0.064938724,-0.15540841,-0.07917815,-0.102160215,-0.07526691,0.13786775,0.2126343,-0.037272945,-0.0011544898,0.13353752,0.0045232046,0.025798783,-0.034553096,0.10724725,-0.10067088,0.01993826,-0.037221074,-0.21872818,-0.035951596,0.011236014,0.10670864,-0.053912386,0.15838072,0.16295166,0.069220856,0.150316,0.0045232046,0.070127554,-0.13709381,-0.13422784,-0.030601736,-0.2140389,-0.011547436,0.068899624,0.079264626,-0.16656691
-0.37100446,-0.3266038,-0.25676063,0.06457064,0.07354251,-0.09908954,-0.4632645,-0.2655132,-0.04870623,-0.036944475,-0.1320209,0.1205533,0.20449682,0.11305732,0.0015468748,-0.33344,-0.20987089,-0.21391502,0.07065892,0.07354251,0.0115677845,-0.112711705,-0.16089582,-0.03652967,-0.049710818,-0.04166902,-0.08459491,-0.083147444,0.038052995,0.03939926,-0.25428763,-0.18752739,-0.2042863,-0.10598804,-0.079505086,-0.19219147,0.20204026,0.012254779,0.044355143,-0.19109483,0.0767472,0.07354251,-0.21167773,-0.04870623,0.04968232,-0.27221397,0.030595772,-0.004765276,-0.110733636,-0.008098681,0.016636632,-0.06754034,0.045809805,-0.083147444,0.0110843,0.026702255,0.09499119,0.15337262,0.11305732,0.12687808,-0.2591286,0.072656795,-0.00946204,-0.09687573,-0.008098681,0.05305275,0.05543163,0.0,-0.05543163,-0.032537878,0.0,0.05404552,-0.070737004,-0.05543163,0.038052995,-0.18923399,0.059245393,-0.017236069,-0.15038323,0.11830396,0.004073359,-0.083147444,-0.042442717,-0.10441042,0.20050842,0.009191085,0.044355143,-0.08301782,-0.008098681,0.07699492,-0.27974227,0.06653998,-0.054913893,-0.0188727,-0.15832733,0.017090032,0.014165036,-0.23039168,0.13880686,-0.013622953,0.07433782,0.13043597,0.06942909,0.20449682,0.11305732,-0.26980633,0.09972919,-0.013664922,-0.03622356,-0.15832733,0.05057179,0.09831071,-0.15560271,0.104105145,-0.030806126,-0.033949755,0.11501803,-0.056879096,-0.083147444,0.038052995,0.15069923,-0.09134008,-0.21762124,-0.06375925,-0.053574417,-0.15832733,-0.08238567,0.058302846,0.13880686,-0.08522613,0.075861745,-0.11241574,0.19897656,0.012254779,0.044355143
0.06680627,-0.16485828,0.038451016,0.07264829,-0.16894831,0.32459474,-0.2189784,0.06335481,0.17634188,0.17126286,-0.2151039,-0.19499537,-0.17310494,0.17836267,-0.08579356,-0.022156944,-0.1067292,0.04909358,0.05060555,-0.16894831,0.044030637,0.033704072,0.14321212,0.1322564,0.10022383,0.16492873,-0.04130128,0.04126299,-0.051194355,0.03135085,0.025929034,-0.15682536,-0.14207661,0.16206065,0.19387174,0.099602684,0.16173409,0.059257876,-0.1123745,0.06694547,0.028562818,-0.16894831,0.013616902,0.17634188,0.21913373,0.13662864,0.028415455,0.056672756,-0.003783377,0.034333736,0.40173054,0.018275773,0.16178061,0.04126299,0.21592571,-0.06878001,-0.17335725,-0.1298287,0.17836267,0.028202722,0.025841342,0.007995407,0.0050961114,-0.010660542,0.034333736,0.036133833,-0.027508661,0.0,0.027508661,0.04786016,0.0,-0.08905192,-0.048178446,0.027508661,-0.051194355,0.08232125,-0.023070756,0.03501501,-0.16558604,0.10442826,-0.075149626,0.04126299,0.13942261,-0.14807656,0.15432686,0.044443406,-0.1123745,-0.017537707,0.034333736,-0.05842826,0.122253776,0.09376126,-0.07157683,0.052504018,0.14198858,0.4447711,-0.23332368,0.5110224,0.0048525664,0.2206354,-0.074092984,0.019989926,-0.15171914,-0.17310494,0.17836267,0.0117724985,0.09569246,-0.17221537,0.051897448,0.14198858,0.08969241,-0.24427167,0.23122635,0.0036394247,0.058124125,0.003470093,-0.13704798,-0.05505561,0.04126299,-0.051194355,0.08214922,-0.11786132,0.065716654,-0.17033455,0.051290877,0.14198858,-0.11564852,0.19231027,0.0048525664,0.17176238,-0.20860066,-0.0667391,0.14691962,0.059257876,-0.1123745
-0.23223752,-0.1992908,0.14464141,0.20724455,0.03629106,-0.21107846,-0.8337517,-0.30021933,0.084480375,-0.015490684,-0.20011583,-0.04150668,-0.06015941,0.08222469,-0.056269284,-0.13262346,-0.0098757325,0.19493516,0.1966845,0.03629106,0.10824151,-0.21914624,-0.16003186,0.06336028,0.1720594,0.32470286,-0.20332718,0.04637671,-0.030881278,0.02293067,-0.10404729,-0.25833538,0.04952293,0.67058647,-0.011962273,-0.34627166,0.173125,-0.18292806,-0.035169084,0.20050827,0.18612444,0.03629106,-0.13662392,0.084480375,-0.046177667,-0.21397929,-0.14280716,0.22435646,0.22591895,-0.0854823,0.03844604,0.037277468,0.42468905,0.04637671,0.047286674,0.015031971,-0.033986755,-0.045119558,0.08222469,0.12291687,-0.17373304,-0.16364212,0.0930365,0.21818951,-0.0854823,0.15829247,-0.030917807,0.0,0.030917807,0.065735996,0.0,-0.20118143,-0.21105662,0.030917807,-0.030881278,-0.09000412,-0.24998449,0.2036486,-0.101080924,0.2762879,-0.3418576,0.04637671,0.04711525,-0.18498506,0.19599101,-0.13719603,-0.035169084,0.21046005,-0.0854823,0.04008544,-0.28613514,0.050193924,0.21177189,-0.008433428,0.044044785,-0.22459497,0.9060548,-0.22509477,-0.02483732,0.0072052786,0.12937461,0.054557197,-0.02646683,-0.06015941,0.08222469,-0.17436999,-0.20973982,0.26715705,-0.0053287623,0.044044785,0.12947159,0.075843975,-0.07346716,-0.01862799,0.20039469,-0.438044,0.13627182,-0.21878608,0.04637671,-0.030881278,-0.14879668,-0.004865326,-0.12622906,0.220133,-0.0022240973,0.044044785,-0.116115645,0.093694076,-0.02483732,0.058755197,-0.18324496,-0.009954526,0.21885702,-0.18292806,-0.035169084
0.18901679,-0.6142809,-0.12983747,0.16798338,-0.030556314,-0.18000866,-0.9172528,0.23905581,0.15157709,-0.13598746,-0.6428145,-0.008737467,0.20234127,0.118889496,-0.031444438,0.19054632,-0.3594165,-0.15214486,0.14903626,-0.030556314,-0.12348101,0.07656894,0.21745123,0.113682814,0.11939579,0.33544123,0.27339104,0.22248071,0.0893616,0.014576064,0.050726693,-0.6035903,0.2248727,0.774755,0.23077175,0.086868614,-0.20564586,-0.119728096,0.052216932,-0.14857294,0.13008912,-0.030556314,0.12582107,0.15157709,0.18354866,0.3393632,-0.16707985,0.088125154,0.14132798,0.21634847,-0.011087213,-0.48449743,0.4643324,0.22248071,-0.015838262,-0.31506032,-0.034030125,0.15175596,0.118889496,0.14346726,0.28576955,-0.078185886,-0.05469671,0.10424785,0.21634847,-0.17723319,-0.14832048,0.0,0.14832048,0.008796724,0.0,-0.2139101,0.23631093,0.14832048,0.0893616,0.21391612,-0.1138322,0.08499864,-0.032592196,-0.04672429,-0.45182636,0.22248071,0.2297099,0.058451176,-0.19067985,-0.089796074,0.052216932,0.06716773,0.21634847,0.13096121,0.17836179,0.2927614,0.012332652,-0.10184113,-0.0968517,-0.42161018,1.0279889,-0.7571342,-0.10034755,-0.060362633,-0.07976514,-0.14902557,-0.059322786,0.20234127,0.118889496,0.22316957,0.018788785,0.17682663,-0.08929768,-0.0968517,-0.2866548,0.2520107,-0.2511854,-0.07526066,0.1669758,-0.52576125,0.20489606,0.1992308,0.22248071,0.0893616,0.11091697,0.0047968626,0.11834899,0.16802987,-0.07675424,-0.0968517,-0.16642427,-0.20056857,-0.10034755,0.20011324,0.113700375,0.13884948,-0.17571384,-0.119728096,0.052216932
0.24883957,0.29334936,-0.20051911,-0.1982045,0.15320332,0.3445589,0.9592728,0.17481652,-0.14399183,0.09181478,0.4379962,0.070505515,-0.103885494,0.18555635,0.21146776,0.11569592,0.036068738,-0.24645239,-0.18020552,0.15320332,-0.06677796,0.064939186,-0.018079415,-0.10799387,-0.11880668,-0.2736523,0.11631118,-0.008092737,-0.040743414,0.00940901,0.16783977,0.37904876,-0.32454205,-1.2079988,0.34830508,0.8455279,-0.16927235,0.10145879,-0.110212006,-0.1971475,-0.16220655,0.15320332,-0.21240884,-0.14399183,0.2008483,0.19163366,0.17573336,-0.1601496,-0.18730873,-0.012117341,0.08687923,0.13164458,-0.38177183,-0.008092737,-0.014045848,0.0711858,0.083491206,-0.07791412,0.18555635,-0.09871053,0.12567623,0.13946997,-0.04111821,-0.18595995,-0.012117341,-0.088244975,0.005395158,0.0,-0.005395158,-0.026805174,0.0,0.18870752,0.11765997,-0.005395158,-0.040743414,0.09767102,0.22858775,-0.18726674,-0.044906575,-0.33137804,0.49024034,-0.008092737,0.16571328,0.27633065,-0.1819547,0.07609409,-0.110212006,-0.18461116,-0.012117341,-0.20717902,0.27282745,-0.1202734,0.10749246,-0.12938827,-0.12957299,0.26968053,-0.49142304,0.087681085,0.08286164,0.0032801284,0.011056805,-0.04775645,0.09647689,-0.103885494,0.18555635,0.15824535,0.014971507,0.08385915,-0.13974598,-0.12957299,-0.06494502,-0.07159373,0.02700724,0.06214623,-0.13980167,0.3576322,-0.0745709,0.11900876,-0.008092737,-0.040743414,-0.066573784,-0.18196227,0.17487681,0.106343344,-0.15010369,-0.12957299,0.18865237,-0.047074962,0.08286164,0.20189695,0.10854542,-0.01634325,-0.19463705,0.10145879,-0.110212006
0.07430071,0.078769445,0.289316,0.10384499,0.014042757,-0.15646368,0.7257769,1.038651,0.06446654,-0.063162684,0.21825881,0.14450827,-0.046762288,-0.04505289,0.21195161,0.16320354,-0.01514009,0.08441359,0.095786676,0.014042757,0.17369738,0.43469733,0.42571616,0.04834991,0.12903596,-0.05536811,-0.1661325,-0.18097425,-0.21628588,-0.19430833,0.1921954,0.058044694,0.088799596,0.06337716,0.080200285,0.38929632,0.026922334,-0.17050065,-0.19174047,0.121172555,0.08772836,0.014042757,0.20154439,0.06446654,0.10699943,0.035098482,-0.07660785,0.16630524,0.08217432,-0.15303843,-0.26664972,0.15754141,0.22020388,-0.18097425,-0.09662307,0.085994065,0.15035355,-0.035071716,-0.04505289,0.08126366,0.13734306,-0.08425252,0.099675916,0.112336695,-0.15303843,0.10197759,0.1206495,0.0,-0.1206495,0.13129964,0.0,-0.0926268,-0.13597012,-0.1206495,-0.21628588,0.14120287,-0.0915508,0.095107466,0.12714764,0.13295494,0.06458719,-0.18097425,-0.03271854,0.008195266,0.048234917,-0.12787549,-0.19174047,0.14249907,-0.15303843,-0.2035274,0.06159824,-0.1797752,0.2676762,-0.033039853,0.07324818,-0.2640487,0.14064845,0.09522008,0.1157568,-0.10793966,0.07550786,0.14750245,0.15619884,-0.046762288,-0.04505289,0.17000459,-0.20986688,0.24360995,-0.047509454,0.07324818,0.1427749,-0.0057541486,-0.014115492,0.0868176,0.18388712,-0.1640365,0.025096284,-0.105807744,-0.18097425,-0.21628588,-0.16625795,0.19271389,0.1584167,0.22133382,-0.061979055,0.07324818,-0.075731106,0.07132876,0.1157568,0.036546744,-0.20375516,-0.056687705,0.0695475,-0.17050065,-0.19174047
0.007456064,-0.041424382,0.046657182,0.12897938,-0.001067893,-0.48001897,-0.5160657,-0.7079618,0.039971534,-0.06431416,0.49330565,0.10798796,0.2144204,-0.17439218,-0.020906359,0.17289798,0.09200817,0.19172648,0.123982936,-0.001067893,0.022279914,-0.28500605,-0.2994485,0.029978652,0.10674198,0.24063165,-0.18875085,-0.14770576,-0.08077383,0.21584307,0.23543993,0.18997413,-0.11926672,-0.5999514,-0.022963978,0.4282571,0.09786029,-0.04690311,-0.0034707987,0.13693708,0.118986495,-0.001067893,-0.05242245,0.039971534,-0.059051454,0.031678963,-0.0040088985,-0.06971859,-0.0011899881,0.11585402,-0.30183223,0.20523047,-0.07195491,-0.14770576,-0.14754996,0.28891551,0.081185415,0.1608153,-0.17439218,-0.0967435,0.15961199,-0.01757073,-0.053795576,0.02342764,0.11585402,0.12309992,0.09847051,0.0,-0.09847051,0.044518348,0.0,-0.01652573,-0.16413322,-0.09847051,-0.08077383,0.2032669,0.050018974,-0.07898225,0.03270439,-0.16837382,0.109009564,-0.14770576,-0.10256422,0.23168327,0.103723176,-0.035177335,-0.0034707987,0.048045266,0.11585402,-0.13379815,-0.07891188,0.33873403,-0.14481694,-0.25254786,-0.05352694,-0.36605313,0.45061678,-0.29784676,-0.1637,-0.1297527,0.15366916,0.102560185,0.054382864,0.2144204,-0.17439218,0.053995084,0.29660764,-0.089583,-0.23208536,-0.05352694,0.06661621,0.30602044,-0.17701276,-0.122775,0.08360432,-0.14808103,0.12329245,-0.1395156,-0.14770576,-0.08077383,0.39119422,0.019501224,0.08574104,-0.11905002,-0.21162286,-0.05352694,-0.062845215,-0.04123791,-0.1637,-0.09302616,0.16090265,-0.030389154,0.10958607,-0.04690311,-0.0034707987
-0.17455962,-0.19830841,-0.013444556,0.07136099,-0.01980528,-0.34976467,-1.0490884,-0.6532603,0.03897804,-0.098775595,-0.35157362,-0.038803156,-0.07400307,-0.1099681,-0.0671448,-0.07035844,0.0701442,0.12997487,0.066488735,-0.01980528,-0.06967062,-0.19653398,-0.2261114,0.02923353,-0.041347682,0.21372108,-0.060890913,-0.20601028,0.18967886,0.21347517,-0.009688083,0.11066687,-0.2973243,-0.23676555,0.13086982,-0.020077694,0.12309423,0.098332144,-0.016657846,0.09356935,0.06161648,-0.01980528,-0.076277256,0.03897804,0.059428956,-0.14067799,-0.10442914,0.019991985,0.04132632,-0.00469207,-0.061793745,-0.050100327,0.070337884,-0.20601028,-0.028912796,-0.14322963,-0.029552773,-0.055502303,-0.1099681,0.07009197,-0.101704605,-0.05674603,0.0023870226,0.07566137,-0.00469207,0.0199169,0.13734019,0.0,-0.13734019,-0.094798446,0.0,-0.00016395003,-0.026555864,-0.13734019,0.18967886,-0.049171202,-0.020645764,0.009288192,-0.20748176,0.028543927,-0.027522713,-0.20601028,0.1327701,-0.032353193,0.11080272,0.07374911,-0.016657846,0.109996416,-0.00469207,0.0272768,-0.18074547,0.07177916,-0.154986,-0.016717933,0.042721316,-0.06128862,0.0009105243,-0.050253738,-0.17291157,-0.050408777,-0.032866485,-0.06465039,-0.020302389,-0.07400307,-0.1099681,-0.14737591,0.120080665,-0.14505187,0.004896013,0.042721316,0.011517733,0.15568346,-0.006918125,-0.12968367,-0.099145375,0.017469695,-0.017715609,0.0077791824,-0.20601028,0.18967886,0.1778214,-0.1841343,-0.10677536,-0.12733959,0.02650996,0.042721316,-0.00540901,-0.069555975,-0.17291157,0.13597472,-0.04347952,0.036711,0.0985112,0.098332144,-0.016657846
0.27362573,0.5957804,0.25430283,-0.061118804,0.21464182,0.3336387,0.83769035,0.37105888,0.20763049,0.23290423,0.651646,-0.03145074,0.103231944,-0.029849423,0.1085917,0.13427924,0.36299807,0.15586248,-0.08707261,0.21464182,-0.12375612,-0.06362888,0.042914256,0.15572286,-0.011228498,-0.2919771,0.11373994,-0.040996034,-0.19255204,-0.15393612,0.17259127,0.61675143,-0.19774549,-0.910595,0.010888714,0.30841577,-0.11823311,0.1160557,0.16184808,0.17620218,-0.113026425,0.21464182,-0.0014372652,0.20763049,-0.14659189,0.100897364,0.05255401,-0.028530616,-0.012725747,-0.13939573,0.16151811,0.24263984,-0.25487292,-0.040996034,0.10866651,0.2904588,-0.044354737,0.07742396,-0.029849423,-0.11683194,0.014557745,0.004419806,0.046691034,-0.005893075,-0.13939573,-0.09042946,0.02733069,0.0,-0.02733069,0.07326919,0.0,0.09202732,0.12057261,-0.02733069,-0.19255204,0.00018872909,0.10625686,-0.009684451,0.0038218615,-0.35484076,0.17948829,-0.040996034,-0.019701097,0.29980844,-0.13274007,0.08704177,0.16184808,0.0009395976,-0.13939573,-0.041447293,0.08397303,0.14308651,-0.11065491,-0.15541473,0.021008853,0.39216626,-0.63307476,0.50886136,0.08920873,0.11581366,0.20399463,0.027507853,-0.05725873,0.103231944,-0.029849423,-0.057574518,0.30438516,-0.22447549,-0.16656582,0.021008853,-0.02509896,-0.21384835,0.17391744,0.06690655,-0.01951889,0.3251387,-0.18709768,0.12740529,-0.040996034,-0.19255204,0.29044205,-0.023160405,-0.04929658,-0.13088648,-0.17771691,0.021008853,-0.14566071,-0.19604518,0.08920873,-0.0077815815,0.16601,0.17847154,-0.14724703,0.1160557,0.16184808
-0.32109344,-0.2556333,0.07277155,0.24859618,-0.15637736,-0.34990343,-0.7583879,-0.36712217,0.123782314,-0.10354634,-0.31165022,0.19930167,0.09594966,-0.0245714,-0.017843131,-0.19818474,-0.10889181,0.13471532,0.23312338,-0.15637736,0.045476235,-0.28269884,-0.20666683,0.09283674,0.03266396,0.0175961,-0.1519302,0.025617862,-0.075378045,0.05529245,-0.052663002,-0.10274503,-0.38836077,-0.22825152,0.111901134,-0.11002837,0.17846459,0.013903267,0.08923178,0.14135773,0.21765059,-0.15637736,-0.18277837,0.123782314,-0.019054113,-0.26863715,-0.11392028,0.05642119,0.09747167,-0.098821945,-0.17984387,-0.17729789,0.06573722,0.025617862,-0.036501274,-0.11692173,0.18730797,0.071962245,-0.0245714,0.10343357,-0.1768802,-0.06990151,0.04312825,0.093202025,-0.098821945,0.11714989,-0.017078575,0.0,0.017078575,0.0314063,0.0,0.025130892,-0.15619984,0.017078575,-0.075378045,-0.034044433,-0.075508185,0.042609166,-0.32666785,0.005820144,-0.0104891285,0.025617862,0.1400828,-0.020045202,0.17672668,0.01042745,0.08923178,0.08893238,-0.098821945,0.04818548,-0.30848554,0.032225467,0.004215423,-0.12723051,0.027813865,-0.21301608,-0.069700874,0.09498067,-0.1978793,-0.017312277,-0.18918166,0.17119743,0.17531426,0.09594966,-0.0245714,-0.21225816,0.057486165,-0.0039454903,-0.1024956,0.027813865,0.08766599,0.061619796,0.04328285,-0.14840947,0.043952197,-0.06274906,0.100445405,-0.16046949,0.025617862,-0.075378045,0.034425057,-0.37662026,-0.06273043,-0.010825751,-0.07776069,0.027813865,0.14490755,0.022894472,-0.1978793,0.1655322,-0.13122283,0.1687432,0.17498878,0.013903267,0.08923178
